time_s,is_running
0.424805,1
0.999024,0
1.302735,1
1.998047,0
2.605469,1
2.997071,0
3.300781,1
3.996094,0
4.604492,1
4.995118,0
5.298828,1
5.994141,0
6.602539,1
6.993165,0
7.296875,1
7.992188,0
8.600586,1
8.991211,0
9.294922,1
9.990235,0
10.598633,1
10.989258,0
11.292969,1
11.988282,0
12.596680,1
12.987305,0
13.291016,1
13.986329,0
14.594727,1
