time_s,is_running
0.121094,0
2.000977,1
2.303711,0
3.999024,1
4.302735,0
5.997071,1
6.300781,0
7.995118,1
8.298828,0
9.993165,1
10.296875,0
11.991211,1
12.294922,0
13.989258,1
14.292969,0
