time_s,is_running
0.105469,1
0.409180,0
2.301758,1
2.605469,0
4.299805,1
4.603516,0
6.297852,1
6.601563,0
8.295899,1
8.599610,0
10.293945,1
10.597657,0
12.291992,1
12.595703,0
14.290039,1
14.593750,0
16.288086,1
16.591797,0
18.286133,1
